slug,title,category,intro,section1_title,section1_items,section2_title,section2_items
moving-truck-rental-checklist,Moving Truck Rental Checklist,moving,Renting a truck is easier with a plan. This checklist helps avoid surprises.,Before Pickup,confirm reservation | check license | bring ID,At Pickup,inspect truck | take photos | confirm fuel policy
packing-essentials-bag-checklist,Packing Essentials Bag Checklist,moving,An essentials bag helps on moving day. This checklist covers what to keep with you.,Essentials,phone charger | toiletries | change of clothes | meds,Important Items,documents | keys | snacks | water
apartment-exit-cleaning-checklist,Move Out Cleaning Checklist,moving,Move out cleaning helps you get your deposit back. This checklist covers key areas.,Clean Areas,kitchen | bathroom | floors | windows,Final Steps,trash out | patch holes | take photos
college-dorm-safety-checklist,Dorm Safety Checklist,college,Dorm safety is easier when you plan ahead. This checklist covers simple steps.,Safety Items,door stop alarm | flashlight | first aid kit,Habits,lock door | save RA number | avoid candle use
note-taking-checklist,Note Taking Checklist,college,Better notes improve grades. This checklist helps you set up a simple system.,Supplies,notebook | pens | highlighter | laptop,Habits,date notes | review weekly | organize folders
group-project-checklist,Group Project Checklist,college,Group projects go smoother with structure. This checklist keeps everyone aligned.,Project Setup,choose roles | set deadlines | shared doc,Weekly Actions,check in meeting | update tasks | submit drafts
class-presentation-checklist,Class Presentation Checklist,college,Presentations go better with preparation. This checklist covers key steps.,Build Slides,outline points | add visuals | practice timing,Day Of,arrive early | bring backup | speak clearly
linkedin-profile-checklist,LinkedIn Profile Checklist,career,A strong LinkedIn profile helps job searching. This checklist covers key updates.,Profile Basics,clear photo | headline | summary,Experience,add roles | add skills | request recommendations
resume-interview-kit-checklist,Interview Kit Checklist,career,An interview kit helps you stay confident. This checklist covers what to bring.,Bring Items,resume copies | notebook | pen | ID,Optional Items,portfolio | mints | water bottle
workplace-ergonomics-checklist,Desk Ergonomics Checklist,career,Ergonomics reduces strain at work. This checklist helps set up your desk.,Desk Setup,monitor height | chair support | keyboard position,Habits,stretch breaks | eye rest | posture checks
email-inbox-cleanup-checklist,Email Inbox Cleanup Checklist,productivity,Inbox cleanup reduces stress. This checklist helps you organize email quickly.,Cleanup Steps,unsubscribe | delete junk | create folders,Habits,check set times | archive weekly | use filters
time-blocking-checklist,Time Blocking Checklist,productivity,Time blocking helps you focus. This checklist helps set up your day.,Plan Steps,list tasks | assign blocks | set breaks,Execution,turn off notifications | start timer | review end of day
weekly-reset-checklist,Weekly Reset Checklist,productivity,A weekly reset helps you start fresh. This checklist covers simple routines.,Home Reset,laundry | tidy rooms | clean kitchen,Life Reset,plan week | grocery list | check calendar
phone-cleanup-checklist,Phone Storage Cleanup Checklist,productivity,A phone cleanup improves speed and space. This checklist helps you clear clutter.,Cleanup Steps,delete unused apps | clear downloads | remove duplicates,Settings,backup photos | update iOS | enable storage tools
password-manager-setup-checklist,Password Manager Setup Checklist,productivity,A password manager improves security. This checklist helps you set it up.,Setup Steps,choose manager | set master password | import logins,Safety Steps,enable 2FA | update weak passwords | store recovery codes
starter-investing-checklist,Beginner Investing Checklist,finance,Investing is easier with a plan. This checklist covers safe first steps.,Get Ready,emergency fund | budget | debt plan,Start Investing,open account | choose index fund | automate deposits
credit-score-improvement-checklist,Credit Score Improvement Checklist,finance,Improving credit takes time and habits. This checklist covers key actions.,Core Actions,pay on time | lower utilization | avoid new debt,Monitoring,check reports | dispute errors | track score monthly
tax-season-checklist,Tax Season Checklist,finance,Tax filing is easier when organized. This checklist helps you gather what you need.,Documents,W2 | 1099 | ID | bank info,Deductions,education forms | charity receipts | mileage log
wedding-guest-checklist,Wedding Guest Checklist,events,Attending a wedding is easier when prepared. This checklist covers essentials.,Before You Go,RSVP | gift plan | confirm location,Day Of,outfit | card | directions | cash for tips
funeral-attendance-checklist,Funeral Attendance Checklist,events,Funerals are emotional and stressful. This checklist helps you prepare respectfully.,Before You Go,confirm time | dress appropriately | bring tissues,Helpful Items,card | small cash | water bottle
birthday-gift-checklist,Birthday Gift Checklist,events,Gifts are easier when planned. This checklist helps you choose and prepare.,Planning,set budget | list interests | pick gift,Finishing,take receipt | wrap gift | write card
baby-visit-checklist,Visiting New Baby Checklist,events,Visiting a newborn requires care and respect. This checklist helps you be prepared.,Before Visit,wash hands | ask permission | no strong perfume,Bring Items,simple meal | small gift | mask if sick
new-apartment-grocery-checklist,New Apartment Grocery Starter Checklist,home,First grocery trips can be confusing. This checklist covers simple starter foods.,Basics,eggs | milk | bread | fruit | veggies,Pantry,rice | pasta | canned beans | cereal | peanut butter
honeymoon-packing-checklist,Honeymoon Packing Checklist,travel,Packing for your honeymoon is easier with a plan. This checklist covers romantic getaway essentials.,Clothing,swimwear | dinner outfits | comfortable shoes | pajamas,Travel Items,passport | camera | travel adapters | sunscreen
international-travel-checklist,International Travel Preparation Checklist,travel,International trips require extra planning. This checklist helps you prepare the essentials.,Documents,passport | visa | travel insurance | copies of documents,Travel Prep,currency exchange | adapters | emergency contacts
long-flight-checklist,Long Flight Comfort Checklist,travel,Long flights are easier with preparation. This checklist covers comfort essentials.,Comfort Items,neck pillow | eye mask | headphones | blanket,Travel Items,water bottle | snacks | entertainment
airport-security-checklist,Airport Security Checklist,travel,Getting through airport security quickly is easier when prepared.,Before Security,remove liquids | empty pockets | boarding pass ready,Carry On Rules,3-1-1 liquids | electronics accessible
family-road-trip-checklist,Family Road Trip Checklist,travel,Traveling with family requires planning. This checklist covers road trip essentials.,Car Essentials,navigation | phone chargers | emergency kit,Family Items,snacks | games | pillows
national-park-hiking-checklist,National Park Hiking Checklist,travel,Hiking in national parks requires preparation for safety.,Hiking Gear,backpack | water | map | sunscreen,Safety Items,first aid kit | whistle | flashlight
travel-document-checklist,Travel Documents Checklist,travel,Travel documentation is essential for international trips.,Documents,passport | ID | tickets | hotel confirmations,Backups,printed copies | cloud backups
minimalist-packing-checklist,Minimalist Packing Checklist,travel,Minimalist packing helps reduce luggage stress.,Clothing Basics,neutral shirts | versatile pants | underwear | socks,Travel Items,compact toiletries | lightweight shoes
campfire-cooking-checklist,Campfire Cooking Checklist,travel,Cooking outdoors requires simple preparation.,Cooking Gear,camp stove | lighter | cookware | utensils,Food Items,marshmallows | hot dogs | snacks
glamping-checklist,Glamping Packing Checklist,travel,Glamping combines camping with comfort. This checklist helps you pack smart.,Comfort Items,blankets | pillows | lanterns,Camping Gear,tent | cooler | chairs
spring-cleaning-checklist,Spring Cleaning Checklist,home,Spring cleaning refreshes your home. This checklist helps organize the process.,Cleaning Tasks,clean windows | mop floors | dust furniture,Organizing Tasks,donate items | organize closets
garage-cleanout-checklist,Garage Cleanout Checklist,home,A garage cleanout helps reclaim space. This checklist simplifies the process.,Sort Items,tools | old boxes | sports gear,Organize,install shelves | label bins
